Edad;Retirado;ViajesDeNegocio;TarifaSalarial;Departamento;DistanciaDesdeCasa;Educacion;CampoEducacion;EmpleadosACargo;NumeroEmpleado;NivelSatisfaccion;Genero;SalarioPorHora;NivelInvolucramiento;NivelResponsabilidad;Rol;SatisfaccionTrabajo;EstadoCivil;SalarioMensual;TarifaMensual;NumEmpresasDondeTrabaja;MasDe18Horas;HorasExtra;PorcentajeIncrementoSalarioUltimoAnnio;NivelRendimiento;SatisfaccionEmpresa;HorasEstandar;PlanSalarioComplementario;TotalAnniosTrabajados;FormacionUltimoAnnio;BalanceTrabajoVida;FechaIngresoEmpresa;AnniosEnEmpresa;AnniosRolActual;AnniosDesdeUltimaPromocion;AnniosActualDirector
27;No;Viaja-Pocas-Veces;1220;Investigacion & Desarrollo;5;3;Ciencias de la vida;1;434;3;Femenino;85;3;1;Cientifico de investigacion;2;Soltero;2478;20938;1;S;Si;12;3;2;80;0;4;2;2;15/06/2017;4;3;1;2
32;No;Viaja-Pocas-Veces;588;Ventas;8;2;Nivel tecnico;1;436;3;Femenino;65;2;2;Ejecutivo de ventas;2;Casado;5228;24624;1;S;Si;11;3;4;80;0;13;2;3;15/07/2008;13;12;11;9
27;No;Viaja-Pocas-Veces;1377;Ventas;2;3;Ciencias de la vida;1;437;4;Masculino;74;3;2;Ejecutivo de ventas;3;Soltero;4478;5242;1;S;Si;11;3;1;80;0;5;3;3;27/05/2016;5;4;0;4
31;No;Viaja-Pocas-Veces;691;Ventas;7;3;Mercadeo;1;438;4;Masculino;73;3;2;Ejecutivo de ventas;4;Divorciado;7547;7143;4;S;No;12;3;4;80;3;13;3;3;15/03/2014;7;7;1;7
32;No;Viaja-Pocas-Veces;1018;Investigacion & Desarrollo;2;4;Medicina;1;439;1;Femenino;74;4;2;Cientifico de investigacion;4;Soltero;5055;10557;7;S;No;16;3;3;80;0;10;0;2;18/01/2014;7;7;0;7
28;Si;Viaja-Pocas-Veces;1157;Investigacion & Desarrollo;2;4;Medicina;1;440;1;Masculino;84;1;1;Cientifico de investigacion;4;Casado;3464;24737;5;S;Si;13;3;4;80;0;5;4;2;12/11/2018;3;2;2;2
30;No;Viaja-Pocas-Veces;1275;Investigacion & Desarrollo;28;2;Medicina;1;441;4;Femenino;64;3;2;Cientifico de investigacion;4;Casado;5775;11934;1;S;No;13;3;4;80;2;11;2;3;5/05/2011;10;8;1;9
31;No;Viaja-Frecuentemente;798;Investigacion & Desarrollo;7;2;Ciencias de la vida;1;442;3;Femenino;48;2;3;Director de manufactura;3;Casado;8943;14034;1;S;No;24;4;1;80;1;10;2;3;10/04/2011;10;9;8;9
39;No;Viaja-Frecuentemente;672;Investigacion & Desarrollo;7;2;Medicina;1;444;3;Masculino;54;2;5;Director;4;Casado;19272;21141;1;S;No;15;3;1;80;1;21;2;3;3/11/2000;21;9;13;3
39;Si;Viaja-Pocas-Veces;1162;Ventas;3;2;Medicina;1;445;4;Femenino;41;3;2;Ejecutivo de ventas;3;Casado;5238;17778;4;S;Si;18;3;1;80;0;12;3;2;24/03/2020;1;0;0;0
33;No;Viaja-Frecuentemente;508;Ventas;10;3;Mercadeo;1;446;2;Masculino;46;2;2;Ejecutivo de ventas;4;Soltero;4682;4317;3;S;No;14;3;3;80;0;9;6;2;18/05/2014;7;7;0;1
47;No;Viaja-Pocas-Veces;1482;Investigacion & Desarrollo;5;5;Ciencias de la vida;1;447;4;Masculino;42;3;5;Director de investigacion;3;Casado;18300;16375;4;S;No;11;3;2;80;1;21;2;3;1/04/2018;3;2;1;1
43;No;Viaja-Frecuentemente;559;Investigacion & Desarrollo;10;4;Ciencias de la vida;1;448;3;Femenino;82;2;2;Tecnico de laboratorio;3;Divorciado;5257;6227;1;S;No;11;3;2;80;1;9;3;4;8/04/2012;9;7;0;0
27;No;No-Viaja;210;Ventas;1;1;Mercadeo;1;449;3;Masculino;73;3;2;Ejecutivo de ventas;2;Casado;6349;22107;0;S;Si;13;3;4;80;1;6;0;3;17/01/2016;5;4;1;4
54;No;Viaja-Frecuentemente;928;Investigacion & Desarrollo;20;4;Ciencias de la vida;1;450;4;Femenino;31;3;2;Cientifico de investigacion;3;Soltero;4869;16885;3;S;No;12;3;4;80;0;20;4;2;23/01/2017;4;3;0;3
43;No;Viaja-Pocas-Veces;1001;Investigacion & Desarrollo;7;3;Ciencias de la vida;1;451;3;Femenino;43;3;3;Representante atencion medica;1;Casado;9985;9262;8;S;No;16;3;1;80;1;10;1;2;17/01/2020;1;0;0;0
45;No;Viaja-Pocas-Veces;549;Investigacion & Desarrollo;8;4;Otro;1;452;4;Masculino;75;3;2;Cientifico de investigacion;4;Casado;3697;9278;9;S;No;14;3;1;80;2;12;3;3;21/09/2011;10;9;9;8
40;No;Viaja-Pocas-Veces;1124;Ventas;1;2;Medicina;1;453;2;Masculino;57;1;2;Ejecutivo de ventas;4;Casado;7457;13273;2;S;Si;22;4;3;80;3;6;2;2;16/04/2017;4;3;0;2
29;Si;Viaja-Pocas-Veces;318;Investigacion & Desarrollo;8;4;Otro;1;454;2;Masculino;77;1;1;Tecnico de laboratorio;1;Casado;2119;4759;1;S;Si;11;3;4;80;0;7;4;2;26/11/2014;7;7;0;7
29;No;Viaja-Pocas-Veces;738;Investigacion & Desarrollo;9;5;Otro;1;455;2;Masculino;30;2;1;Tecnico de laboratorio;4;Soltero;3983;7621;0;S;No;17;3;3;80;0;4;2;3;11/11/2018;3;2;2;2
30;No;Viaja-Pocas-Veces;570;Ventas;5;3;Mercadeo;1;456;4;Femenino;30;2;2;Ejecutivo de ventas;3;Divorciado;6118;5431;1;S;No;13;3;3;80;3;10;2;3;24/05/2011;10;9;1;2
27;No;Viaja-Pocas-Veces;1130;Ventas;8;4;Mercadeo;1;458;2;Femenino;56;3;2;Ejecutivo de ventas;2;Casado;6214;3415;1;S;No;18;3;1;80;1;8;3;3;13/06/2013;8;7;0;7
37;No;Viaja-Pocas-Veces;1192;Investigacion & Desarrollo;5;2;Medicina;1;460;4;Masculino;61;3;2;Director de manufactura;4;Divorciado;6347;23177;7;S;No;16;3;3;80;2;8;2;2;4/06/2015;6;2;0;4
38;No;Viaja-Pocas-Veces;343;Investigacion & Desarrollo;15;2;Ciencias de la vida;1;461;3;Masculino;92;2;3;Director de investigacion;4;Divorciado;11510;15682;0;S;Si;14;3;2;80;1;12;3;3;15/04/2010;11;10;2;9
31;No;Viaja-Pocas-Veces;1232;Investigacion & Desarrollo;7;4;Medicina;1;462;3;Femenino;39;3;3;Director de manufactura;4;Soltero;7143;25713;1;S;Si;14;3;3;80;0;11;2;2;9/07/2010;11;9;4;10
29;No;Viaja-Pocas-Veces;144;Ventas;10;1;Mercadeo;1;463;4;Femenino;39;2;2;Ejecutivo de ventas;2;Divorciado;8268;11866;1;S;Si;14;3;1;80;2;7;2;3;6/09/2014;7;7;1;7
35;No;Viaja-Pocas-Veces;1296;Investigacion & Desarrollo;5;4;Nivel tecnico;1;464;3;Masculino;62;3;3;Director de manufactura;2;Soltero;8095;18264;0;S;No;13;3;4;80;0;17;5;3;10/06/2005;16;6;0;13
23;No;Viaja-Pocas-Veces;1309;Investigacion & Desarrollo;26;1;Ciencias de la vida;1;465;3;Masculino;83;3;1;Cientifico de investigacion;4;Divorciado;2904;16092;1;S;No;12;3;3;80;2;4;2;2;19/09/2017;4;2;0;2
41;No;Viaja-Pocas-Veces;483;Investigacion & Desarrollo;6;3;Medicina;1;466;4;Masculino;95;2;2;Director de manufactura;2;Soltero;6032;10110;6;S;Si;15;3;4;80;0;8;3;3;23/08/2016;5;4;1;2
47;No;Viaja-Frecuentemente;1309;Ventas;4;1;Medicina;1;467;2;Masculino;99;3;2;Representante de ventas;3;Soltero;2976;25751;3;S;No;19;3;1;80;0;5;3;3;13/05/2021;0;0;0;0
42;No;Viaja-Pocas-Veces;810;Investigacion & Desarrollo;23;5;Ciencias de la vida;1;468;1;Femenino;44;3;4;Director de investigacion;4;Soltero;15992;15901;2;S;No;14;3;2;80;0;16;2;3;21/06/2020;1;0;0;0
29;No;No-Viaja;746;Ventas;2;3;Ciencias de la vida;1;469;4;Masculino;61;3;2;Ejecutivo de ventas;3;Casado;4649;16928;1;S;No;14;3;1;80;1;4;3;2;24/07/2017;4;3;0;2
42;No;Viaja-Pocas-Veces;544;Talento Humano;2;1;Nivel tecnico;1;470;3;Masculino;52;3;1;Talento Humano;3;Divorciado;2696;24017;0;S;Si;11;3;3;80;1;4;5;3;4/10/2018;3;2;1;0
32;No;Viaja-Pocas-Veces;1062;Investigacion & Desarrollo;2;3;Medicina;1;471;3;Femenino;75;3;1;Tecnico de laboratorio;2;Casado;2370;3956;1;S;No;13;3;3;80;1;8;4;3;5/03/2013;8;0;0;7
48;No;Viaja-Pocas-Veces;530;Ventas;29;1;Medicina;1;473;1;Femenino;91;3;3;Director;3;Casado;12504;23978;3;S;No;21;4;2;80;1;15;3;1;22/08/2021;0;0;0;0
37;No;Viaja-Pocas-Veces;1319;Investigacion & Desarrollo;6;3;Medicina;1;474;3;Masculino;51;4;2;Cientifico de investigacion;1;Divorciado;5974;17001;4;S;Si;13;3;1;80;2;13;2;3;24/11/2014;7;7;6;7
30;No;No-Viaja;641;Ventas;25;2;Nivel tecnico;1;475;4;Femenino;85;3;2;Ejecutivo de ventas;3;Casado;4736;6069;7;S;Si;12;3;2;80;1;4;2;4;23/05/2019;2;2;2;2
26;No;Viaja-Pocas-Veces;933;Ventas;1;3;Ciencias de la vida;1;476;3;Masculino;57;3;2;Ejecutivo de ventas;3;Casado;5296;20156;1;S;No;17;3;2;80;1;8;3;3;18/11/2013;8;7;7;7
42;No;Viaja-Pocas-Veces;1332;Investigacion & Desarrollo;2;4;Otro;1;477;1;Masculino;98;2;2;Representante atencion medica;4;Soltero;6781;17078;3;S;No;23;4;2;80;0;14;6;3;16/02/2020;1;0;0;0
21;Si;Viaja-Frecuentemente;756;Ventas;1;1;Nivel tecnico;1;478;1;Femenino;99;2;1;Representante de ventas;2;Soltero;2174;9150;1;S;Si;11;3;3;80;0;3;3;3;12/04/2018;3;2;1;2
36;No;No-Viaja;845;Ventas;1;5;Medicina;1;479;4;Femenino;45;3;2;Ejecutivo de ventas;4;Soltero;6653;15276;4;S;No;15;3;2;80;0;7;6;3;12/06/2020;1;0;0;0
36;No;Viaja-Frecuentemente;541;Ventas;3;4;Medicina;1;481;1;Masculino;48;2;3;Ejecutivo de ventas;4;Casado;9699;7246;4;S;No;11;3;1;80;1;16;2;3;26/11/2008;13;9;1;12
57;No;Viaja-Pocas-Veces;593;Investigacion & Desarrollo;1;4;Medicina;1;482;4;Masculino;88;3;2;Representante atencion medica;3;Casado;6755;2967;2;S;No;11;3;3;80;0;15;2;3;20/09/2018;3;2;1;2
40;No;Viaja-Pocas-Veces;1171;Investigacion & Desarrollo;10;4;Ciencias de la vida;1;483;4;Femenino;46;4;1;Tecnico de laboratorio;3;Casado;2213;22495;3;S;Si;13;3;3;80;1;10;3;3;21/11/2014;7;7;1;7
21;No;No-Viaja;895;Ventas;9;2;Medicina;1;484;1;Masculino;39;3;1;Representante de ventas;4;Soltero;2610;2851;1;S;No;24;4;3;80;0;3;3;2;9/11/2018;3;2;2;2
33;Si;Viaja-Pocas-Veces;350;Ventas;5;3;Mercadeo;1;485;4;Femenino;34;3;1;Representante de ventas;3;Soltero;2851;9150;1;S;Si;13;3;2;80;0;1;2;3;2/04/2020;1;0;0;0
37;No;Viaja-Pocas-Veces;921;Investigacion & Desarrollo;10;3;Medicina;1;486;3;Femenino;98;3;1;Tecnico de laboratorio;1;Casado;3452;17663;6;S;No;20;4;2;80;1;17;3;3;6/08/2016;5;4;0;3
46;No;No-Viaja;1144;Investigacion & Desarrollo;7;4;Medicina;1;487;3;Femenino;30;3;2;Director de manufactura;3;Casado;5258;16044;2;S;No;14;3;3;80;0;7;2;4;1/03/2020;1;0;0;0
41;Si;Viaja-Frecuentemente;143;Ventas;4;3;Mercadeo;1;488;1;Masculino;56;3;2;Ejecutivo de ventas;2;Soltero;9355;9558;1;S;No;18;3;3;80;0;8;5;3;10/11/2013;8;7;7;7
50;No;Viaja-Pocas-Veces;1046;Investigacion & Desarrollo;10;3;Nivel tecnico;1;491;4;Masculino;100;2;3;Representante atencion medica;4;Soltero;10496;2755;6;S;No;15;3;4;80;0;20;2;3;16/05/2017;4;3;1;3
40;Si;Viaja-Pocas-Veces;575;Ventas;22;2;Mercadeo;1;492;3;Masculino;68;2;2;Ejecutivo de ventas;3;Casado;6380;6110;2;S;Si;12;3;1;80;2;8;6;3;20/02/2015;6;4;1;0
31;No;Viaja-Pocas-Veces;408;Investigacion & Desarrollo;9;4;Ciencias de la vida;1;493;3;Masculino;42;2;1;Cientifico de investigacion;2;Soltero;2657;7551;0;S;Si;16;3;4;80;0;3;5;3;27/05/2019;2;2;2;2
21;Si;Viaja-Pocas-Veces;156;Ventas;12;3;Ciencias de la vida;1;494;3;Femenino;90;4;1;Representante de ventas;2;Soltero;2716;25422;1;S;No;15;3;4;80;0;1;0;3;28/10/2020;1;0;0;0
29;No;Viaja-Pocas-Veces;1283;Investigacion & Desarrollo;23;3;Ciencias de la vida;1;495;4;Masculino;54;3;1;Cientifico de investigacion;4;Soltero;2201;18168;9;S;No;16;3;4;80;0;6;4;3;11/08/2018;3;2;1;2
35;No;Viaja-Pocas-Veces;755;Investigacion & Desarrollo;9;4;Ciencias de la vida;1;496;3;Masculino;97;2;2;Representante atencion medica;2;Soltero;6540;19394;9;S;No;19;3;3;80;0;10;5;3;27/05/2020;1;1;0;0
27;No;Viaja-Pocas-Veces;1469;Investigacion & Desarrollo;1;2;Medicina;1;497;4;Masculino;82;3;1;Tecnico de laboratorio;2;Divorciado;3816;17881;1;S;No;11;3;2;80;1;5;2;3;22/04/2016;5;2;0;4
28;No;Viaja-Pocas-Veces;304;Ventas;9;4;Ciencias de la vida;1;498;2;Masculino;92;3;2;Ejecutivo de ventas;4;Soltero;5253;20750;1;S;No;16;3;4;80;0;7;1;3;24/05/2014;7;5;0;7
49;No;Viaja-Pocas-Veces;1261;Investigacion & Desarrollo;7;3;Otro;1;499;2;Masculino;31;2;3;Representante atencion medica;3;Soltero;10965;12066;8;S;No;24;4;3;80;0;26;2;3;10/08/2016;5;2;0;0
51;No;Viaja-Pocas-Veces;1178;Ventas;14;2;Ciencias de la vida;1;500;3;Femenino;87;3;2;Ejecutivo de ventas;4;Casado;4936;14862;4;S;No;11;3;3;80;1;18;2;2;4/01/2014;7;7;0;7
36;No;Viaja-Pocas-Veces;329;Investigacion & Desarrollo;2;3;Ciencias de la vida;1;501;4;Femenino;96;3;1;Cientifico de investigacion;3;Casado;2543;11868;4;S;No;13;3;2;80;1;6;3;3;11/04/2019;2;2;2;2
34;Si;No-Viaja;1362;Ventas;19;3;Mercadeo;1;502;1;Masculino;67;4;2;Ejecutivo de ventas;4;Soltero;5304;4652;8;S;Si;13;3;2;80;0;9;3;2;11/04/2016;5;2;0;4
55;No;Viaja-Pocas-Veces;1311;Investigacion & Desarrollo;2;3;Ciencias de la vida;1;505;3;Femenino;97;3;4;Director;4;Soltero;16659;23258;2;S;Si;13;3;3;80;0;30;2;3;3/07/2016;5;4;1;2
24;No;Viaja-Pocas-Veces;1371;Ventas;10;4;Mercadeo;1;507;4;Femenino;77;3;2;Ejecutivo de ventas;3;Divorciado;4260;5915;1;S;Si;12;3;4;80;1;5;2;4;17/01/2016;5;2;0;3
30;No;Viaja-Pocas-Veces;202;Ventas;2;1;Nivel tecnico;1;508;3;Masculino;72;3;1;Representante de ventas;2;Casado;2476;17434;1;S;No;18;3;1;80;1;1;3;3;10/06/2020;1;0;0;0
26;Si;Viaja-Frecuentemente;575;Investigacion & Desarrollo;3;1;Nivel tecnico;1;510;3;Masculino;73;3;1;Cientifico de investigacion;1;Soltero;3102;6582;0;S;No;22;4;3;80;0;7;2;3;2/08/2015;6;4;0;4
22;No;Viaja-Pocas-Veces;253;Investigacion & Desarrollo;11;3;Medicina;1;511;1;Femenino;43;3;1;Cientifico de investigacion;2;Casado;2244;24440;1;S;No;13;3;4;80;1;2;1;3;24/03/2019;2;1;1;2
36;No;Viaja-Pocas-Veces;164;Ventas;2;2;Medicina;1;513;2;Masculino;61;2;3;Ejecutivo de ventas;3;Casado;7596;3809;1;S;No;13;3;2;80;2;10;2;3;27/07/2011;10;9;9;0
30;Si;Viaja-Frecuentemente;464;Investigacion & Desarrollo;4;3;Nivel tecnico;1;514;3;Masculino;40;3;1;Cientifico de investigacion;4;Soltero;2285;3427;9;S;Si;23;4;3;80;0;3;4;3;1/02/2020;1;0;0;0
37;No;Viaja-Pocas-Veces;1107;Investigacion & Desarrollo;14;3;Ciencias de la vida;1;515;4;Femenino;95;3;1;Tecnico de laboratorio;1;Divorciado;3034;26914;1;S;No;12;3;3;80;1;18;2;2;19/10/2003;18;7;12;17
40;No;Viaja-Pocas-Veces;759;Ventas;2;2;Mercadeo;1;516;4;Femenino;46;3;2;Ejecutivo de ventas;2;Divorciado;5715;22553;7;S;No;12;3;3;80;2;8;5;3;17/04/2016;5;4;1;3
42;No;Viaja-Pocas-Veces;201;Investigacion & Desarrollo;1;4;Ciencias de la vida;1;517;2;Femenino;95;3;1;Tecnico de laboratorio;1;Divorciado;2576;20490;3;S;No;16;3;2;80;1;8;5;3;3/07/2016;5;2;1;2
37;No;Viaja-Pocas-Veces;1305;Investigacion & Desarrollo;10;4;Ciencias de la vida;1;518;3;Masculino;49;3;2;Director de manufactura;2;Soltero;4197;21123;2;S;Si;12;3;4;80;0;18;2;2;24/03/2020;1;0;0;1
43;No;Viaja-Pocas-Veces;982;Investigacion & Desarrollo;12;3;Ciencias de la vida;1;520;1;Masculino;59;2;4;Director de investigacion;2;Divorciado;14336;4345;1;S;No;11;3;3;80;1;25;3;3;21/03/1996;25;10;3;9
40;No;Viaja-Pocas-Veces;555;Investigacion & Desarrollo;2;3;Medicina;1;521;2;Femenino;78;2;2;Tecnico de laboratorio;3;Casado;3448;13436;6;S;No;22;4;2;80;1;20;3;3;25/07/2020;1;0;0;0
54;No;Viaja-Pocas-Veces;821;Investigacion & Desarrollo;5;2;Medicina;1;522;1;Masculino;86;3;5;Director de investigacion;1;Casado;19406;8509;4;S;No;11;3;3;80;1;24;4;2;23/05/2017;4;2;1;2
34;No;No-Viaja;1381;Ventas;4;4;Mercadeo;1;523;3;Femenino;72;3;2;Ejecutivo de ventas;3;Casado;6538;12740;9;S;No;15;3;1;80;1;6;3;3;20/09/2018;3;2;1;2
31;No;Viaja-Pocas-Veces;480;Investigacion & Desarrollo;7;2;Medicina;1;524;2;Femenino;31;3;2;Director de manufactura;1;Casado;4306;4156;1;S;No;12;3;2;80;1;13;5;1;4/08/2008;13;10;3;12
43;No;Viaja-Frecuentemente;313;Investigacion & Desarrollo;21;3;Medicina;1;525;4;Masculino;61;3;1;Tecnico de laboratorio;4;Casado;2258;15238;7;S;No;20;4;1;80;1;8;1;3;8/10/2018;3;2;1;2
43;No;Viaja-Pocas-Veces;1473;Investigacion & Desarrollo;8;4;Otro;1;526;3;Femenino;74;3;2;Representante atencion medica;3;Divorciado;4522;2227;4;S;Si;14;3;4;80;0;8;3;3;2/09/2016;5;2;0;2
25;No;Viaja-Pocas-Veces;891;Ventas;4;2;Ciencias de la vida;1;527;2;Femenino;99;2;2;Ejecutivo de ventas;4;Soltero;4487;12090;1;S;Si;11;3;2;80;0;5;3;3;9/06/2016;5;4;1;3
37;No;No-Viaja;1063;Investigacion & Desarrollo;25;5;Medicina;1;529;2;Femenino;72;3;2;Cientifico de investigacion;3;Casado;4449;23866;3;S;Si;15;3;1;80;2;15;2;3;9/11/2008;13;11;10;7
31;No;Viaja-Pocas-Veces;329;Investigacion & Desarrollo;1;2;Ciencias de la vida;1;530;4;Masculino;98;2;1;Tecnico de laboratorio;1;Casado;2218;16193;1;S;No;12;3;3;80;1;4;3;3;7/06/2017;4;2;3;2
39;No;Viaja-Frecuentemente;1218;Investigacion & Desarrollo;1;1;Ciencias de la vida;1;531;2;Masculino;52;3;5;Director;3;Divorciado;19197;8213;1;S;Si;14;3;3;80;1;21;3;3;14/06/2000;21;8;1;6
56;No;Viaja-Frecuentemente;906;Ventas;6;3;Ciencias de la vida;1;532;3;Femenino;86;4;4;Ejecutivo de ventas;1;Casado;13212;18256;9;S;No;11;3;4;80;3;36;0;2;22/10/2014;7;7;7;7
30;No;Viaja-Pocas-Veces;1082;Ventas;12;3;Nivel tecnico;1;533;2;Femenino;83;3;2;Ejecutivo de ventas;3;Soltero;6577;19558;0;S;No;11;3;2;80;0;6;6;3;13/04/2016;5;4;4;4
41;No;Viaja-Pocas-Veces;645;Ventas;1;3;Mercadeo;1;534;2;Masculino;49;4;3;Ejecutivo de ventas;1;Casado;8392;19566;1;S;No;16;3;3;80;1;10;2;3;10/05/2011;10;7;0;7
28;No;Viaja-Pocas-Veces;1300;Investigacion & Desarrollo;17;2;Medicina;1;536;3;Masculino;79;3;2;Tecnico de laboratorio;1;Divorciado;4558;13535;1;S;No;12;3;4;80;1;10;2;3;19/07/2011;10;0;1;8
25;Si;Viaja-Pocas-Veces;688;Investigacion & Desarrollo;3;3;Medicina;1;538;1;Masculino;91;3;1;Tecnico de laboratorio;1;Casado;4031;9396;5;S;No;13;3;3;80;1;6;5;3;3/03/2019;2;2;0;2
52;No;Viaja-Pocas-Veces;319;Investigacion & Desarrollo;3;3;Medicina;1;543;4;Masculino;39;2;3;Director de manufactura;3;Casado;7969;19609;2;S;Si;14;3;3;80;0;28;4;3;25/08/2016;5;4;0;4
45;No;Viaja-Pocas-Veces;192;Investigacion & Desarrollo;10;2;Ciencias de la vida;1;544;1;Masculino;69;3;1;Cientifico de investigacion;4;Casado;2654;9655;3;S;No;21;4;4;80;2;8;3;2;25/09/2019;2;2;0;2
52;No;Viaja-Pocas-Veces;1490;Investigacion & Desarrollo;4;2;Ciencias de la vida;1;546;4;Femenino;30;3;4;Director;4;Casado;16555;10310;2;S;No;13;3;4;80;0;31;2;1;25/11/2016;5;2;1;4
42;No;Viaja-Frecuentemente;532;Investigacion & Desarrollo;29;2;Ciencias de la vida;1;547;1;Femenino;92;3;2;Cientifico de investigacion;3;Divorciado;4556;12932;2;S;No;11;3;2;80;1;19;3;3;1/04/2016;5;4;0;2
30;No;Viaja-Pocas-Veces;317;Investigacion & Desarrollo;2;3;Ciencias de la vida;1;548;3;Femenino;43;1;2;Director de manufactura;4;Soltero;6091;24793;2;S;No;20;4;3;80;0;11;2;3;3/04/2016;5;4;0;2
60;No;Viaja-Pocas-Veces;422;Investigacion & Desarrollo;7;3;Ciencias de la vida;1;549;1;Femenino;41;3;5;Director;1;Casado;19566;3854;5;S;No;11;3;4;80;0;33;5;1;25/02/1992;29;8;11;10
46;No;Viaja-Pocas-Veces;1485;Investigacion & Desarrollo;18;3;Medicina;1;550;3;Femenino;87;3;2;Director de manufactura;3;Divorciado;4810;26314;2;S;No;14;3;3;80;1;19;5;2;5/03/2011;10;7;0;8
42;No;Viaja-Frecuentemente;1368;Investigacion & Desarrollo;28;4;Nivel tecnico;1;551;4;Femenino;88;2;2;Representante atencion medica;4;Casado;4523;4386;0;S;No;11;3;4;80;3;7;4;4;21/01/2015;6;5;0;4
24;Si;Viaja-Pocas-Veces;1448;Ventas;1;1;Nivel tecnico;1;554;1;Femenino;62;3;1;Representante de ventas;2;Soltero;3202;21972;1;S;Si;16;3;2;80;0;6;4;3;8/02/2016;5;3;1;4
34;Si;Viaja-Frecuentemente;296;Ventas;6;2;Mercadeo;1;555;4;Femenino;33;1;1;Representante de ventas;3;Divorciado;2351;12253;0;S;No;16;3;4;80;1;3;3;2;12/11/2019;2;2;1;0
38;No;Viaja-Frecuentemente;1490;Investigacion & Desarrollo;2;2;Ciencias de la vida;1;556;4;Masculino;42;3;1;Tecnico de laboratorio;4;Casado;1702;12106;1;S;Si;23;4;3;80;1;1;3;3;23/09/2020;1;0;0;0
40;No;Viaja-Pocas-Veces;1398;Ventas;2;4;Ciencias de la vida;1;558;3;Femenino;79;3;5;Director;3;Casado;18041;13022;0;S;No;14;3;4;80;0;21;2;3;21/05/2001;20;15;1;12
26;No;Viaja-Pocas-Veces;1349;Investigacion & Desarrollo;23;3;Ciencias de la vida;1;560;1;Femenino;90;3;1;Cientifico de investigacion;4;Divorciado;2886;3032;1;S;No;22;4;2;80;2;3;3;1;8/03/2018;3;2;0;2
30;No;No-Viaja;1400;Investigacion & Desarrollo;3;3;Ciencias de la vida;1;562;3;Masculino;53;3;1;Tecnico de laboratorio;4;Casado;2097;16734;4;S;No;15;3;3;80;1;9;3;1;5/05/2016;5;3;1;4
29;No;Viaja-Pocas-Veces;986;Investigacion & Desarrollo;3;4;Medicina;1;564;2;Masculino;93;2;3;Director de investigacion;3;Casado;11935;21526;1;S;No;18;3;3;80;0;10;2;3;9/06/2011;10;2;0;7
29;Si;Viaja-Pocas-Veces;408;Investigacion & Desarrollo;25;5;Nivel tecnico;1;565;3;Femenino;71;2;1;Cientifico de investigacion;2;Casado;2546;18300;5;S;No;16;3;2;80;0;6;2;4;19/10/2019;2;2;1;1
19;Si;Viaja-Pocas-Veces;489;Talento Humano;2;2;Nivel tecnico;1;566;1;Masculino;52;2;1;Talento Humano;4;Soltero;2564;18437;1;S;No;12;3;3;80;0;1;3;4;22/07/2020;1;0;0;0
30;No;No-Viaja;1398;Ventas;22;4;Otro;1;567;3;Femenino;69;3;3;Ejecutivo de ventas;1;Casado;8412;2890;0;S;No;11;3;3;80;0;10;3;3;5/07/2012;9;8;7;8
57;No;Viaja-Pocas-Veces;210;Ventas;29;3;Mercadeo;1;568;1;Masculino;56;2;4;Director;4;Divorciado;14118;22102;3;S;No;12;3;3;80;1;32;3;2;3/09/2020;1;0;0;0
50;No;Viaja-Pocas-Veces;1099;Investigacion & Desarrollo;29;4;Ciencias de la vida;1;569;2;Masculino;88;2;4;Director;3;Casado;17046;9314;0;S;No;15;3;2;80;1;28;2;3;3/10/1994;27;10;15;7
30;No;No-Viaja;1116;Investigacion & Desarrollo;2;3;Medicina;1;571;3;Femenino;49;3;1;Tecnico de laboratorio;4;Soltero;2564;7181;0;S;No;14;3;3;80;0;12;2;2;28/02/2010;11;7;6;7
60;No;Viaja-Frecuentemente;1499;Ventas;28;3;Mercadeo;1;573;3;Femenino;80;2;3;Ejecutivo de ventas;1;Casado;10266;2845;4;S;No;19;3;4;80;0;22;5;4;22/03/2003;18;13;13;11
47;No;Viaja-Pocas-Veces;983;Investigacion & Desarrollo;2;2;Medicina;1;574;1;Femenino;65;3;2;Director de manufactura;4;Divorciado;5070;7389;5;S;No;13;3;3;80;3;20;2;3;16/11/2016;5;0;0;4
46;No;Viaja-Pocas-Veces;1009;Investigacion & Desarrollo;2;3;Ciencias de la vida;1;575;1;Masculino;51;3;4;Director de investigacion;3;Casado;17861;2288;6;S;No;13;3;3;80;0;26;2;1;10/10/2018;3;2;0;1
35;No;Viaja-Pocas-Veces;144;Investigacion & Desarrollo;22;3;Ciencias de la vida;1;577;4;Masculino;46;1;1;Tecnico de laboratorio;3;Soltero;4230;19225;0;S;No;15;3;3;80;0;6;2;3;7/05/2016;5;4;4;3
54;No;Viaja-Pocas-Veces;548;Investigacion & Desarrollo;8;4;Ciencias de la vida;1;578;3;Femenino;42;3;2;Tecnico de laboratorio;3;Soltero;3780;23428;7;S;No;11;3;3;80;0;19;3;3;23/02/2020;1;0;0;0
34;No;Viaja-Pocas-Veces;1303;Investigacion & Desarrollo;2;4;Ciencias de la vida;1;579;4;Masculino;62;2;1;Cientifico de investigacion;3;Divorciado;2768;8416;3;S;No;12;3;3;80;1;14;3;3;17/08/2014;7;3;5;7
